date,store_id,quantity_sold
2025-03-15,S001,59
2025-03-15,S002,72
2025-03-15,S003,75
2025-03-15,S004,71
2025-03-15,S005,79
2025-03-15,S006,50
2025-03-15,S007,24
2025-03-15,S008,63
2025-03-15,S009,90
2025-03-15,S010,110
2025-03-15,S011,69
2025-03-15,S012,49
2025-03-15,S013,65
2025-03-15,S014,81
2025-03-15,S015,54
2025-03-15,S016,49
2025-03-15,S017,57
2025-03-15,S018,50
2025-03-15,S019,17
2025-03-15,S020,49
2025-03-15,S021,44
2025-03-15,S022,51
2025-03-15,S023,55
2025-03-15,S024,53
2025-03-15,S025,67
2025-03-15,S026,41
2025-03-15,S027,41
2025-03-15,S028,53
2025-03-15,S029,33
2025-03-15,S030,52
2025-03-15,S031,33
2025-03-15,S032,52
2025-03-15,S033,38
2025-03-15,S034,46
2025-03-15,S035,53
2025-03-15,S036,37
2025-03-15,S037,39
2025-03-15,S038,36
2025-03-15,S039,38
2025-03-15,S040,29
2025-03-15,S041,35
2025-03-15,S042,43
2025-03-15,S043,36
2025-03-15,S044,33
2025-03-15,S045,26
2025-03-15,S046,40
2025-03-15,S047,42
2025-03-15,S048,43
2025-03-15,S049,28
2025-03-15,S050,26
2025-03-16,S001,64
2025-03-16,S002,78
2025-03-16,S003,80
2025-03-16,S004,121
2025-03-16,S005,87
2025-03-16,S006,55
2025-03-16,S007,28
2025-03-16,S008,89
2025-03-16,S009,105
2025-03-16,S010,118
2025-03-16,S011,102
2025-03-16,S012,64
2025-03-16,S013,102
2025-03-16,S014,91
2025-03-16,S015,82
2025-03-16,S016,45
2025-03-16,S017,62
2025-03-16,S018,47
2025-03-16,S019,20
2025-03-16,S020,54
2025-03-16,S021,55
2025-03-16,S022,59
2025-03-16,S023,55
2025-03-16,S024,81
2025-03-16,S025,70
2025-03-16,S026,46
2025-03-16,S027,38
2025-03-16,S028,73
2025-03-16,S029,45
2025-03-16,S030,40
2025-03-16,S031,43
2025-03-16,S032,40
2025-03-16,S033,54
2025-03-16,S034,41
2025-03-16,S035,64
2025-03-16,S036,36
2025-03-16,S037,37
2025-03-16,S038,43
2025-03-16,S039,38
2025-03-16,S040,34
2025-03-16,S041,43
2025-03-16,S042,40
2025-03-16,S043,32
2025-03-16,S044,36
2025-03-16,S045,32
2025-03-16,S046,39
2025-03-16,S047,40
2025-03-16,S048,32
2025-03-16,S049,38
2025-03-16,S050,35
2025-03-17,S001,107
2025-03-17,S002,69
2025-03-17,S003,89
2025-03-17,S004,126
2025-03-17,S005,83
2025-03-17,S006,99
2025-03-17,S007,21
2025-03-17,S008,101
2025-03-17,S009,113
2025-03-17,S010,104
2025-03-17,S011,105
2025-03-17,S012,85
2025-03-17,S013,119
2025-03-17,S014,105
2025-03-17,S015,94
2025-03-17,S016,75
2025-03-17,S017,57
2025-03-17,S018,70
2025-03-17,S019,20
2025-03-17,S020,67
2025-03-17,S021,50
2025-03-17,S022,43
2025-03-17,S023,95
2025-03-17,S024,86
2025-03-17,S025,87
2025-03-17,S026,51
2025-03-17,S027,51
2025-03-17,S028,68
2025-03-17,S029,43
2025-03-17,S030,60
2025-03-17,S031,41
2025-03-17,S032,69
2025-03-17,S033,44
2025-03-17,S034,41
2025-03-17,S035,70
2025-03-17,S036,44
2025-03-17,S037,33
2025-03-17,S038,31
2025-03-17,S039,33
2025-03-17,S040,44
2025-03-17,S041,36
2025-03-17,S042,44
2025-03-17,S043,49
2025-03-17,S044,36
2025-03-17,S045,47
2025-03-17,S046,33
2025-03-17,S047,36
2025-03-17,S048,51
2025-03-17,S049,46
2025-03-17,S050,50
2025-03-18,S001,83
2025-03-18,S002,86
2025-03-18,S003,89
2025-03-18,S004,132
2025-03-18,S005,91
2025-03-18,S006,90
2025-03-18,S007,26
2025-03-18,S008,121
2025-03-18,S009,91
2025-03-18,S010,128
2025-03-18,S011,136
2025-03-18,S012,70
2025-03-18,S013,94
2025-03-18,S014,109
2025-03-18,S015,108
2025-03-18,S016,89
2025-03-18,S017,92
2025-03-18,S018,62
2025-03-18,S019,23
2025-03-18,S020,57
2025-03-18,S021,53
2025-03-18,S022,72
2025-03-18,S023,92
2025-03-18,S024,76
2025-03-18,S025,63
2025-03-18,S026,54
2025-03-18,S027,38
2025-03-18,S028,60
2025-03-18,S029,46
2025-03-18,S030,67
2025-03-18,S031,42
2025-03-18,S032,74
2025-03-18,S033,67
2025-03-18,S034,56
2025-03-18,S035,72
2025-03-18,S036,49
2025-03-18,S037,51
2025-03-18,S038,58
2025-03-18,S039,51
2025-03-18,S040,47
2025-03-18,S041,45
2025-03-18,S042,45
2025-03-18,S043,45
2025-03-18,S044,37
2025-03-18,S045,50
2025-03-18,S046,52
2025-03-18,S047,58
2025-03-18,S048,48
2025-03-18,S049,54
2025-03-18,S050,42
2025-03-19,S001,98
2025-03-19,S002,131
2025-03-19,S003,86
2025-03-19,S004,182
2025-03-19,S005,90
2025-03-19,S006,122
2025-03-19,S007,29
2025-03-19,S008,145
2025-03-19,S009,127
2025-03-19,S010,137
2025-03-19,S011,104
2025-03-19,S012,72
2025-03-19,S013,133
2025-03-19,S014,119
2025-03-19,S015,122
2025-03-19,S016,93
2025-03-19,S017,119
2025-03-19,S018,97
2025-03-19,S019,22
2025-03-19,S020,66
2025-03-19,S021,87
2025-03-19,S022,82
2025-03-19,S023,115
2025-03-19,S024,112
2025-03-19,S025,78
2025-03-19,S026,57
2025-03-19,S027,49
2025-03-19,S028,97
2025-03-19,S029,59
2025-03-19,S030,60
2025-03-19,S031,53
2025-03-19,S032,63
2025-03-19,S033,86
2025-03-19,S034,70
2025-03-19,S035,62
2025-03-19,S036,63
2025-03-19,S037,55
2025-03-19,S038,49
2025-03-19,S039,44
2025-03-19,S040,41
2025-03-19,S041,59
2025-03-19,S042,38
2025-03-19,S043,43
2025-03-19,S044,48
2025-03-19,S045,59
2025-03-19,S046,60
2025-03-19,S047,72
2025-03-19,S048,49
2025-03-19,S049,51
2025-03-19,S050,42
2025-03-20,S001,110
2025-03-20,S002,115
2025-03-20,S003,130
2025-03-20,S004,212
2025-03-20,S005,174
2025-03-20,S006,91
2025-03-20,S007,37
2025-03-20,S008,171
2025-03-20,S009,182
2025-03-20,S010,177
2025-03-20,S011,179
2025-03-20,S012,110
2025-03-20,S013,177
2025-03-20,S014,165
2025-03-20,S015,101
2025-03-20,S016,92
2025-03-20,S017,118
2025-03-20,S018,92
2025-03-20,S019,25
2025-03-20,S020,102
2025-03-20,S021,84
2025-03-20,S022,102
2025-03-20,S023,95
2025-03-20,S024,124
2025-03-20,S025,108
2025-03-20,S026,83
2025-03-20,S027,56
2025-03-20,S028,92
2025-03-20,S029,87
2025-03-20,S030,70
2025-03-20,S031,61
2025-03-20,S032,103
2025-03-20,S033,64
2025-03-20,S034,76
2025-03-20,S035,70
2025-03-20,S036,48
2025-03-20,S037,69
2025-03-20,S038,51
2025-03-20,S039,49
2025-03-20,S040,57
2025-03-20,S041,53
2025-03-20,S042,59
2025-03-20,S043,70
2025-03-20,S044,70
2025-03-20,S045,69
2025-03-20,S046,70
2025-03-20,S047,57
2025-03-20,S048,74
2025-03-20,S049,75
2025-03-20,S050,57
2025-03-21,S001,131
2025-03-21,S002,86
2025-03-21,S003,91
2025-03-21,S004,116
2025-03-21,S005,132
2025-03-21,S006,99
2025-03-21,S007,33
2025-03-21,S008,133
2025-03-21,S009,113
2025-03-21,S010,102
2025-03-21,S011,116
2025-03-21,S012,101
2025-03-21,S013,144
2025-03-21,S014,116
2025-03-21,S015,127
2025-03-21,S016,60
2025-03-21,S017,81
2025-03-21,S018,73
2025-03-21,S019,18
2025-03-21,S020,81
2025-03-21,S021,62
2025-03-21,S022,62
2025-03-21,S023,93
2025-03-21,S024,101
2025-03-21,S025,94
2025-03-21,S026,54
2025-03-21,S027,61
2025-03-21,S028,64
2025-03-21,S029,43
2025-03-21,S030,57
2025-03-21,S031,67
2025-03-21,S032,62
2025-03-21,S033,68
2025-03-21,S034,57
2025-03-21,S035,52
2025-03-21,S036,50
2025-03-21,S037,59
2025-03-21,S038,56
2025-03-21,S039,41
2025-03-21,S040,43
2025-03-21,S041,38
2025-03-21,S042,61
2025-03-21,S043,54
2025-03-21,S044,57
2025-03-21,S045,64
2025-03-21,S046,58
2025-03-21,S047,43
2025-03-21,S048,48
2025-03-21,S049,49
2025-03-21,S050,56
