date,store_id,quantity_sold
2025-04-07,S001,63
2025-04-07,S002,75
2025-04-07,S003,35
2025-04-07,S004,65
2025-04-07,S005,52
2025-04-07,S006,58
2025-04-07,S007,56
2025-04-07,S008,65
2025-04-07,S009,44
2025-04-07,S010,58
2025-04-07,S011,72
2025-04-07,S012,52
2025-04-07,S013,51
2025-04-07,S014,59
2025-04-07,S015,53
2025-04-07,S016,35
2025-04-07,S017,28
2025-04-07,S018,42
2025-04-07,S019,24
2025-04-07,S020,31
2025-04-07,S021,31
2025-04-07,S022,33
2025-04-07,S023,24
2025-04-07,S024,34
2025-04-07,S025,31
2025-04-07,S026,34
2025-04-07,S027,32
2025-04-07,S028,31
2025-04-07,S029,26
2025-04-07,S030,35
2025-04-07,S031,35
2025-04-07,S032,26
2025-04-07,S033,36
2025-04-07,S034,36
2025-04-07,S035,35
2025-04-07,S036,20
2025-04-07,S037,28
2025-04-07,S038,21
2025-04-07,S039,21
2025-04-07,S040,23
2025-04-07,S041,25
2025-04-07,S042,27
2025-04-07,S043,25
2025-04-07,S044,27
2025-04-07,S045,18
2025-04-07,S046,22
2025-04-07,S047,20
2025-04-07,S048,26
2025-04-07,S049,23
2025-04-07,S050,24
2025-04-08,S001,80
2025-04-08,S002,85
2025-04-08,S003,49
2025-04-08,S004,79
2025-04-08,S005,50
2025-04-08,S006,75
2025-04-08,S007,59
2025-04-08,S008,64
2025-04-08,S009,61
2025-04-08,S010,65
2025-04-08,S011,78
2025-04-08,S012,61
2025-04-08,S013,69
2025-04-08,S014,59
2025-04-08,S015,77
2025-04-08,S016,43
2025-04-08,S017,46
2025-04-08,S018,48
2025-04-08,S019,32
2025-04-08,S020,48
2025-04-08,S021,39
2025-04-08,S022,52
2025-04-08,S023,36
2025-04-08,S024,50
2025-04-08,S025,22
2025-04-08,S026,50
2025-04-08,S027,26
2025-04-08,S028,33
2025-04-08,S029,28
2025-04-08,S030,33
2025-04-08,S031,42
2025-04-08,S032,40
2025-04-08,S033,34
2025-04-08,S034,49
2025-04-08,S035,41
2025-04-08,S036,28
2025-04-08,S037,25
2025-04-08,S038,34
2025-04-08,S039,30
2025-04-08,S040,34
2025-04-08,S041,32
2025-04-08,S042,24
2025-04-08,S043,26
2025-04-08,S044,25
2025-04-08,S045,28
2025-04-08,S046,32
2025-04-08,S047,23
2025-04-08,S048,19
2025-04-08,S049,25
2025-04-08,S050,23
2025-04-09,S001,67
2025-04-09,S002,88
2025-04-09,S003,54
2025-04-09,S004,67
2025-04-09,S005,50
2025-04-09,S006,61
2025-04-09,S007,60
2025-04-09,S008,78
2025-04-09,S009,72
2025-04-09,S010,83
2025-04-09,S011,84
2025-04-09,S012,60
2025-04-09,S013,70
2025-04-09,S014,49
2025-04-09,S015,93
2025-04-09,S016,62
2025-04-09,S017,36
2025-04-09,S018,60
2025-04-09,S019,30
2025-04-09,S020,41
2025-04-09,S021,52
2025-04-09,S022,56
2025-04-09,S023,44
2025-04-09,S024,37
2025-04-09,S025,24
2025-04-09,S026,38
2025-04-09,S027,47
2025-04-09,S028,36
2025-04-09,S029,37
2025-04-09,S030,50
2025-04-09,S031,47
2025-04-09,S032,46
2025-04-09,S033,41
2025-04-09,S034,43
2025-04-09,S035,43
2025-04-09,S036,37
2025-04-09,S037,30
2025-04-09,S038,28
2025-04-09,S039,27
2025-04-09,S040,34
2025-04-09,S041,32
2025-04-09,S042,34
2025-04-09,S043,27
2025-04-09,S044,29
2025-04-09,S045,28
2025-04-09,S046,30
2025-04-09,S047,31
2025-04-09,S048,26
2025-04-09,S049,36
2025-04-09,S050,35
2025-04-10,S001,71
2025-04-10,S002,81
2025-04-10,S003,48
2025-04-10,S004,92
2025-04-10,S005,59
2025-04-10,S006,68
2025-04-10,S007,48
2025-04-10,S008,71
2025-04-10,S009,69
2025-04-10,S010,82
2025-04-10,S011,88
2025-04-10,S012,99
2025-04-10,S013,87
2025-04-10,S014,62
2025-04-10,S015,73
2025-04-10,S016,53
2025-04-10,S017,47
2025-04-10,S018,64
2025-04-10,S019,45
2025-04-10,S020,40
2025-04-10,S021,35
2025-04-10,S022,65
2025-04-10,S023,59
2025-04-10,S024,49
2025-04-10,S025,38
2025-04-10,S026,53
2025-04-10,S027,51
2025-04-10,S028,42
2025-04-10,S029,49
2025-04-10,S030,53
2025-04-10,S031,37
2025-04-10,S032,37
2025-04-10,S033,60
2025-04-10,S034,63
2025-04-10,S035,40
2025-04-10,S036,29
2025-04-10,S037,31
2025-04-10,S038,29
2025-04-10,S039,37
2025-04-10,S040,28
2025-04-10,S041,27
2025-04-10,S042,30
2025-04-10,S043,35
2025-04-10,S044,35
2025-04-10,S045,24
2025-04-10,S046,28
2025-04-10,S047,31
2025-04-10,S048,37
2025-04-10,S049,36
2025-04-10,S050,25
2025-04-11,S001,123
2025-04-11,S002,130
2025-04-11,S003,62
2025-04-11,S004,125
2025-04-11,S005,91
2025-04-11,S006,86
2025-04-11,S007,56
2025-04-11,S008,123
2025-04-11,S009,91
2025-04-11,S010,107
2025-04-11,S011,105
2025-04-11,S012,90
2025-04-11,S013,131
2025-04-11,S014,91
2025-04-11,S015,89
2025-04-11,S016,67
2025-04-11,S017,61
2025-04-11,S018,63
2025-04-11,S019,41
2025-04-11,S020,44
2025-04-11,S021,43
2025-04-11,S022,76
2025-04-11,S023,79
2025-04-11,S024,70
2025-04-11,S025,35
2025-04-11,S026,64
2025-04-11,S027,50
2025-04-11,S028,46
2025-04-11,S029,59
2025-04-11,S030,54
2025-04-11,S031,65
2025-04-11,S032,55
2025-04-11,S033,66
2025-04-11,S034,52
2025-04-11,S035,79
2025-04-11,S036,36
2025-04-11,S037,35
2025-04-11,S038,29
2025-04-11,S039,34
2025-04-11,S040,33
2025-04-11,S041,48
2025-04-11,S042,40
2025-04-11,S043,40
2025-04-11,S044,40
2025-04-11,S045,44
2025-04-11,S046,32
2025-04-11,S047,43
2025-04-11,S048,41
2025-04-11,S049,36
2025-04-11,S050,30
2025-04-12,S001,103
2025-04-12,S002,98
2025-04-12,S003,63
2025-04-12,S004,96
2025-04-12,S005,70
2025-04-12,S006,113
2025-04-12,S007,68
2025-04-12,S008,89
2025-04-12,S009,98
2025-04-12,S010,83
2025-04-12,S011,94
2025-04-12,S012,97
2025-04-12,S013,144
2025-04-12,S014,71
2025-04-12,S015,120
2025-04-12,S016,66
2025-04-12,S017,73
