date,store_id,quantity_sold
2025-03-08,S001,51
2025-03-08,S002,36
2025-03-08,S003,27
2025-03-08,S004,51
2025-03-08,S005,48
2025-03-08,S006,38
2025-03-08,S007,35
2025-03-08,S008,60
2025-03-08,S009,50
2025-03-08,S010,51
2025-03-08,S011,59
2025-03-08,S012,38
2025-03-08,S013,49
2025-03-08,S014,45
2025-03-08,S015,46
2025-03-08,S016,36
2025-03-08,S017,43
2025-03-08,S018,30
2025-03-08,S019,25
2025-03-08,S020,20
2025-03-08,S021,23
2025-03-08,S022,25
2025-03-08,S023,40
2025-03-08,S024,37
2025-03-08,S025,27
2025-03-08,S026,25
2025-03-08,S027,22
2025-03-08,S028,30
2025-03-08,S029,17
2025-03-08,S030,24
2025-03-08,S031,28
2025-03-08,S032,21
2025-03-08,S033,24
2025-03-08,S034,25
2025-03-08,S035,27
2025-03-08,S036,23
2025-03-08,S037,22
2025-03-08,S038,15
2025-03-08,S039,19
2025-03-08,S040,23
2025-03-08,S041,18
2025-03-08,S042,14
2025-03-08,S043,19
2025-03-08,S044,17
2025-03-08,S045,25
2025-03-08,S046,20
2025-03-08,S047,24
2025-03-08,S048,23
2025-03-08,S049,18
2025-03-08,S050,21
2025-03-09,S001,39
2025-03-09,S002,52
2025-03-09,S003,36
2025-03-09,S004,74
2025-03-09,S005,54
2025-03-09,S006,37
2025-03-09,S007,46
2025-03-09,S008,42
2025-03-09,S009,55
2025-03-09,S010,49
2025-03-09,S011,64
2025-03-09,S012,29
2025-03-09,S013,44
2025-03-09,S014,53
2025-03-09,S015,39
2025-03-09,S016,36
2025-03-09,S017,35
2025-03-09,S018,25
2025-03-09,S019,36
2025-03-09,S020,32
2025-03-09,S021,32
2025-03-09,S022,31
2025-03-09,S023,26
2025-03-09,S024,42
2025-03-09,S025,21
2025-03-09,S026,30
2025-03-09,S027,20
2025-03-09,S028,38
2025-03-09,S029,20
2025-03-09,S030,21
2025-03-09,S031,31
2025-03-09,S032,26
2025-03-09,S033,30
2025-03-09,S034,28
2025-03-09,S035,32
2025-03-09,S036,17
2025-03-09,S037,18
2025-03-09,S038,22
2025-03-09,S039,22
2025-03-09,S040,17
2025-03-09,S041,17
2025-03-09,S042,16
2025-03-09,S043,19
2025-03-09,S044,22
2025-03-09,S045,29
2025-03-09,S046,17
2025-03-09,S047,24
2025-03-09,S048,16
2025-03-09,S049,17
2025-03-09,S050,23
2025-03-10,S001,54
2025-03-10,S002,47
2025-03-10,S003,53
2025-03-10,S004,68
2025-03-10,S005,54
2025-03-10,S006,56
2025-03-10,S007,46
2025-03-10,S008,50
2025-03-10,S009,68
2025-03-10,S010,52
2025-03-10,S011,76
2025-03-10,S012,53
2025-03-10,S013,54
2025-03-10,S014,46
2025-03-10,S015,63
2025-03-10,S016,32
2025-03-10,S017,49
2025-03-10,S018,34
2025-03-10,S019,33
2025-03-10,S020,28
2025-03-10,S021,26
2025-03-10,S022,29
2025-03-10,S023,35
2025-03-10,S024,50
2025-03-10,S025,23
